Plant Name,Min Temperature,Max Temperature,Avg Temperature,Avg Rainfall,Soil,Zone,Humidity,Sunlight,Is_grow
Spider Plant,11.08,31.08,21.08,1689.58,Red & Yellow,CWA,60.83,4.08,1
Spider Plant,7.67,35,21.335,1783.335,Red & Yellow,BSH,80,6.67,0
Spider Plant,11.25,31.25,21.25,1718.75,Red & Yellow,AM,62.5,4.25,1
Spider Plant,10.5,30.5,20.5,1587.5,Red & Yellow,CWA,55,3.5,1
Spider Plant,11.17,31.17,21.17,1704.17,Red & Yellow,CWA,61.67,4.17,1
Spider Plant,8.33,36,22.165,1866.665,Mountain,AW,85,7.33,0
Spider Plant,8,35.5,21.75,1825,Black,CWA,82.5,7,0
Spider Plant,11.58,31.58,21.58,1777.08,Red & Yellow,AM,65.83,4.58,1
Spider Plant,9,37,23,1950,Black,BSH,90,8,0
Spider Plant,7.67,35,21.335,1783.335,Arid,BSH,80,6.67,0
Spider Plant,7,34,20.5,1700,Laterite,BSH,75,6,0
Spider Plant,8.33,36,22.165,1866.665,Alluvial,AW,85,7.33,0
Spider Plant,9,37,23,1950,Black,AW,90,8,0
Spider Plant,8.33,36,22.165,1866.665,Arid,BSH,85,7.33,0
Spider Plant,7.67,35,21.335,1783.335,Alluvial,CWB,80,6.67,0
Spider Plant,9,37,23,1950,Alluvial,BSH,90,8,0
Spider Plant,11.42,31.42,21.42,1747.92,Red & Yellow,AM,64.17,4.42,1
Spider Plant,7.67,35,21.335,1783.335,Mountain,CWB,80,6.67,0
Spider Plant,11.83,31.83,21.83,1820.83,Red & Yellow,AM,68.33,4.83,1
Spider Plant,12,32,22,1850,Red & Yellow,AW,70,5,1
Spider Plant,8.33,36,22.165,1866.665,Mountain,CFA,85,7.33,0
Spider Plant,8.33,36,22.165,1866.665,Red & Yellow,BSH,85,7.33,0
Spider Plant,10.92,30.92,20.92,1660.42,Laterite,AW,59.17,3.92,1
Spider Plant,11.92,31.92,21.92,1835.42,Laterite,CWA,69.17,4.92,1
Spider Plant,11.83,31.83,21.83,1820.83,Red & Yellow,CWA,68.33,4.83,1
Spider Plant,7.67,35,21.335,1783.335,Laterite,BSH,80,6.67,0
Spider Plant,9,37,23,1950,Red & Yellow,CWB,90,8,0
Spider Plant,10.17,30.17,20.17,1529.17,Laterite,AM,51.67,3.17,1
Spider Plant,10.75,30.75,20.75,1631.25,Laterite,CWA,57.5,3.75,1
Spider Plant,9,37,23,1950,Red & Yellow,ET,90,8,0
Spider Plant,11.83,31.83,21.83,1820.83,Laterite,AW,68.33,4.83,1
Spider Plant,9,37,23,1950,Arid,BSH,90,8,0
Spider Plant,11,31,21,1675,Red & Yellow,AM,60,4,1
Spider Plant,7.67,35,21.335,1783.335,Alluvial,BWH,80,6.67,0
Spider Plant,10,30,20,1500,Laterite,AW,50,3,1
Spider Plant,10.75,30.75,20.75,1631.25,Red & Yellow,AW,57.5,3.75,1
Spider Plant,11.5,31.5,21.5,1762.5,Red & Yellow,CWA,65,4.5,1
Spider Plant,11.08,31.08,21.08,1689.58,Red & Yellow,AM,60.83,4.08,1
Spider Plant,7,34,20.5,1700,Arid,BWH,75,6,0
Spider Plant,10.67,30.67,20.67,1616.67,Laterite,AM,56.67,3.67,1
Spider Plant,10,30,20,1500,Laterite,CWA,50,3,1
Spider Plant,9,37,23,1950,Alluvial,AM,90,8,0
Spider Plant,7,34,20.5,1700,Mountain,CWA,75,6,0
Spider Plant,10.58,30.58,20.58,1602.08,Red & Yellow,AW,55.83,3.58,1
Spider Plant,10.75,30.75,20.75,1631.25,Laterite,AW,57.5,3.75,1
Spider Plant,11.58,31.58,21.58,1777.08,Laterite,AW,65.83,4.58,1
Spider Plant,12,32,22,1850,Laterite,AW,70,5,1
Spider Plant,11.83,31.83,21.83,1820.83,Red & Yellow,AW,68.33,4.83,1
Spider Plant,7,34,20.5,1700,Laterite,BWH,75,6,0
Spider Plant,11,31,21,1675,Red & Yellow,AW,60,4,1
Spider Plant,12,32,22,1850,Laterite,AM,70,5,1
Spider Plant,8.33,36,22.165,1866.665,Alluvial,AM,85,7.33,0
Spider Plant,10.25,30.25,20.25,1543.75,Laterite,CWA,52.5,3.25,1
Spider Plant,10.67,30.67,20.67,1616.67,Red & Yellow,AM,56.67,3.67,1
Spider Plant,10.33,30.33,20.33,1558.33,Laterite,CWA,53.33,3.33,1
Spider Plant,11.25,31.25,21.25,1718.75,Red & Yellow,CWA,62.5,4.25,1
Spider Plant,10.58,30.58,20.58,1602.08,Red & Yellow,AM,55.83,3.58,1
Spider Plant,9,37,23,1950,Red & Yellow,CSA,90,8,0
Spider Plant,11.75,31.75,21.75,1806.25,Red & Yellow,CWA,67.5,4.75,1
Spider Plant,10,30,20,1500,Red & Yellow,AW,50,3,1
Spider Plant,10.42,30.42,20.42,1572.92,Laterite,AW,54.17,3.42,1
Spider Plant,10.92,30.92,20.92,1660.42,Red & Yellow,AM,59.17,3.92,1
Spider Plant,10.58,30.58,20.58,1602.08,Laterite,AM,55.83,3.58,1
Spider Plant,11.33,31.33,21.33,1733.33,Laterite,CWA,63.33,4.33,1
Spider Plant,10.83,30.83,20.83,1645.83,Laterite,CWA,58.33,3.83,1
Spider Plant,9,37,23,1950,Red & Yellow,AF,90,8,0
Spider Plant,10.08,30.08,20.08,1514.58,Laterite,AW,50.83,3.08,1
Spider Plant,7.67,35,21.335,1783.335,Arid,BWH,80,6.67,0
Spider Plant,11,31,21,1675,Laterite,AW,60,4,1
Spider Plant,11.83,31.83,21.83,1820.83,Laterite,AM,68.33,4.83,1
Spider Plant,10.5,30.5,20.5,1587.5,Laterite,AW,55,3.5,1
Spider Plant,10.58,30.58,20.58,1602.08,Red & Yellow,CWA,55.83,3.58,1
Spider Plant,8.33,36,22.165,1866.665,Alluvial,BWH,85,7.33,0
Spider Plant,10.67,30.67,20.67,1616.67,Laterite,CWA,56.67,3.67,1
Spider Plant,9,37,23,1950,Red & Yellow,BSH,90,8,0
Spider Plant,10.42,30.42,20.42,1572.92,Laterite,AM,54.17,3.42,1
Spider Plant,7,34,20.5,1700,Mountain,CFA,75,6,0
Spider Plant,7,34,20.5,1700,Alluvial,AW,75,6,0
Spider Plant,7,34,20.5,1700,Black,BSH,75,6,0
Spider Plant,11.67,31.67,21.67,1791.67,Red & Yellow,AM,66.67,4.67,1
Spider Plant,10.25,30.25,20.25,1543.75,Red & Yellow,CWA,52.5,3.25,1
Spider Plant,10.5,30.5,20.5,1587.5,Red & Yellow,AW,55,3.5,1
Spider Plant,10.08,30.08,20.08,1514.58,Red & Yellow,AW,50.83,3.08,1
Spider Plant,8.33,36,22.165,1866.665,Arid,BWH,85,7.33,0
Spider Plant,8.33,36,22.165,1866.665,Mountain,AM,85,7.33,0
Spider Plant,7,34,20.5,1700,Red & Yellow,AF,75,6,0
Spider Plant,10.83,30.83,20.83,1645.83,Red & Yellow,CWA,58.33,3.83,1
Spider Plant,10.42,30.42,20.42,1572.92,Red & Yellow,AW,54.17,3.42,1
Spider Plant,10,30,20,1500,Red & Yellow,AM,50,3,1
Spider Plant,7.67,35,21.335,1783.335,Mountain,AW,80,6.67,0
Spider Plant,11.58,31.58,21.58,1777.08,Laterite,CWA,65.83,4.58,1
Spider Plant,11.75,31.75,21.75,1806.25,Laterite,AM,67.5,4.75,1
Spider Plant,10.25,30.25,20.25,1543.75,Laterite,AM,52.5,3.25,1
Spider Plant,11.58,31.58,21.58,1777.08,Laterite,AM,65.83,4.58,1
Spider Plant,11.75,31.75,21.75,1806.25,Red & Yellow,AW,67.5,4.75,1
Spider Plant,11.83,31.83,21.83,1820.83,Laterite,CWA,68.33,4.83,1
Spider Plant,10.33,30.33,20.33,1558.33,Laterite,AM,53.33,3.33,1
Spider Plant,11.67,31.67,21.67,1791.67,Laterite,AM,66.67,4.67,1
Spider Plant,10.92,30.92,20.92,1660.42,Red & Yellow,CWA,59.17,3.92,1
Spider Plant,11.92,31.92,21.92,1835.42,Laterite,AM,69.17,4.92,1
Spider Plant,7,34,20.5,1700,Red & Yellow,ET,75,6,0
Spider Plant,7.67,35,21.335,1783.335,Mountain,DFC,80,6.67,0
Spider Plant,7.67,35,21.335,1783.335,Laterite,CWB,80,6.67,0
Spider Plant,10.33,30.33,20.33,1558.33,Laterite,AW,53.33,3.33,1
Spider Plant,11.42,31.42,21.42,1747.92,Laterite,AW,64.17,4.42,1
Spider Plant,11.75,31.75,21.75,1806.25,Laterite,CWA,67.5,4.75,1
Spider Plant,12,32,22,1850,Red & Yellow,CWA,70,5,1
Spider Plant,11.67,31.67,21.67,1791.67,Red & Yellow,AW,66.67,4.67,1
Spider Plant,7,34,20.5,1700,Mountain,ET,75,6,0
Spider Plant,8.33,36,22.165,1866.665,Red & Yellow,CWB,85,7.33,0
Spider Plant,11.17,31.17,21.17,1704.17,Red & Yellow,AW,61.67,4.17,1
Spider Plant,12,32,22,1850,Laterite,CWA,70,5,1
Spider Plant,9,37,23,1950,Alluvial,CWA,90,8,0
Spider Plant,11.25,31.25,21.25,1718.75,Red & Yellow,AW,62.5,4.25,1
Spider Plant,7.67,35,21.335,1783.335,Red & Yellow,AF,80,6.67,0
Spider Plant,8.33,36,22.165,1866.665,Laterite,BSH,85,7.33,0
Spider Plant,11.42,31.42,21.42,1747.92,Red & Yellow,CWA,64.17,4.42,1
Spider Plant,7.67,35,21.335,1783.335,Mountain,CFA,80,6.67,0
Spider Plant,10,30,20,1500,Red & Yellow,CWA,50,3,1
Spider Plant,8,35.5,21.75,1825,Black,AW,82.5,7,0
Spider Plant,8.33,36,22.165,1866.665,Mountain,CWA,85,7.33,0
Spider Plant,10.17,30.17,20.17,1529.17,Red & Yellow,AW,51.67,3.17,1
Spider Plant,11.92,31.92,21.92,1835.42,Red & Yellow,AM,69.17,4.92,1
Spider Plant,8.33,36,22.165,1866.665,Alluvial,CWA,85,7.33,0
Spider Plant,10.58,30.58,20.58,1602.08,Laterite,CWA,55.83,3.58,1
Spider Plant,8.33,36,22.165,1866.665,Alluvial,BSH,85,7.33,0
Spider Plant,10.17,30.17,20.17,1529.17,Laterite,CWA,51.67,3.17,1
Spider Plant,7,34,20.5,1700,Red & Yellow,BSH,75,6,0
Spider Plant,11.08,31.08,21.08,1689.58,Laterite,AW,60.83,4.08,1
Spider Plant,7,34,20.5,1700,Black,AW,75,6,0
Spider Plant,7,34,20.5,1700,Mountain,AM,75,6,0
Spider Plant,8.33,36,22.165,1866.665,Laterite,CWB,85,7.33,0
Spider Plant,11,31,21,1675,Laterite,CWA,60,4,1
Spider Plant,9,37,23,1950,Alluvial,CWB,90,8,0
Spider Plant,10.08,30.08,20.08,1514.58,Laterite,AM,50.83,3.08,1
Spider Plant,11.92,31.92,21.92,1835.42,Laterite,AW,69.17,4.92,1
Spider Plant,8,35.5,21.75,1825,Mountain,ET,82.5,7,0
Spider Plant,8.33,36,22.165,1866.665,Mountain,CWB,85,7.33,0
Spider Plant,9,37,23,1950,Mountain,CFA,90,8,0
Spider Plant,11.33,31.33,21.33,1733.33,Laterite,AW,63.33,4.33,1
Spider Plant,10.75,30.75,20.75,1631.25,Laterite,AM,57.5,3.75,1
Spider Plant,11.17,31.17,21.17,1704.17,Laterite,AM,61.67,4.17,1
Spider Plant,8.33,36,22.165,1866.665,Red & Yellow,CSA,85,7.33,0
Spider Plant,10.92,30.92,20.92,1660.42,Laterite,CWA,59.17,3.92,1
Spider Plant,11.58,31.58,21.58,1777.08,Red & Yellow,AW,65.83,4.58,1
Spider Plant,7.67,35,21.335,1783.335,Red & Yellow,CSA,80,6.67,0
Spider Plant,11.92,31.92,21.92,1835.42,Red & Yellow,CWA,69.17,4.92,1
Spider Plant,11.42,31.42,21.42,1747.92,Laterite,AM,64.17,4.42,1
Spider Plant,10.08,30.08,20.08,1514.58,Red & Yellow,CWA,50.83,3.08,1
Spider Plant,7,34,20.5,1700,Mountain,DFC,75,6,0
Spider Plant,10.67,30.67,20.67,1616.67,Red & Yellow,AW,56.67,3.67,1
Spider Plant,11.67,31.67,21.67,1791.67,Laterite,AW,66.67,4.67,1
Spider Plant,10.5,30.5,20.5,1587.5,Red & Yellow,AM,55,3.5,1
Spider Plant,11.58,31.58,21.58,1777.08,Red & Yellow,CWA,65.83,4.58,1
Spider Plant,10.33,30.33,20.33,1558.33,Red & Yellow,CWA,53.33,3.33,1
Spider Plant,11.17,31.17,21.17,1704.17,Laterite,AW,61.67,4.17,1
Spider Plant,7,34,20.5,1700,Alluvial,BWH,75,6,0
Spider Plant,7,34,20.5,1700,Red & Yellow,CWB,75,6,0
Spider Plant,10.5,30.5,20.5,1587.5,Laterite,AM,55,3.5,1
Spider Plant,11,31,21,1675,Red & Yellow,CWA,60,4,1
Spider Plant,10.42,30.42,20.42,1572.92,Laterite,CWA,54.17,3.42,1
Spider Plant,11.42,31.42,21.42,1747.92,Laterite,CWA,64.17,4.42,1
Spider Plant,11.75,31.75,21.75,1806.25,Laterite,AW,67.5,4.75,1
Spider Plant,10.17,30.17,20.17,1529.17,Red & Yellow,CWA,51.67,3.17,1
Spider Plant,9,37,23,1950,Alluvial,BWH,90,8,0
Spider Plant,9,37,23,1950,Arid,BWH,90,8,0
Spider Plant,10.5,30.5,20.5,1587.5,Laterite,CWA,55,3.5,1
Spider Plant,10.17,30.17,20.17,1529.17,Red & Yellow,AM,51.67,3.17,1
Spider Plant,11.33,31.33,21.33,1733.33,Red & Yellow,AM,63.33,4.33,1
Spider Plant,7.67,35,21.335,1783.335,Red & Yellow,ET,80,6.67,0
Spider Plant,11.08,31.08,21.08,1689.58,Laterite,CWA,60.83,4.08,1
Spider Plant,10.42,30.42,20.42,1572.92,Red & Yellow,AM,54.17,3.42,1
Spider Plant,10.17,30.17,20.17,1529.17,Laterite,AW,51.67,3.17,1
Spider Plant,9,37,23,1950,Mountain,AW,90,8,0
Spider Plant,11.67,31.67,21.67,1791.67,Red & Yellow,CWA,66.67,4.67,1
Spider Plant,7,34,20.5,1700,Mountain,CWB,75,6,0
Spider Plant,7.67,35,21.335,1783.335,Laterite,BWH,80,6.67,0
Spider Plant,11.08,31.08,21.08,1689.58,Laterite,AM,60.83,4.08,1
Spider Plant,11.25,31.25,21.25,1718.75,Laterite,AM,62.5,4.25,1
Spider Plant,10.58,30.58,20.58,1602.08,Laterite,AW,55.83,3.58,1
Spider Plant,7.67,35,21.335,1783.335,Mountain,CWA,80,6.67,0
Spider Plant,8.33,36,22.165,1866.665,Red & Yellow,AF,85,7.33,0
Spider Plant,8,35.5,21.75,1825,Black,BSH,82.5,7,0
Spider Plant,7,34,20.5,1700,Alluvial,BSH,75,6,0
Spider Plant,12,32,22,1850,Red & Yellow,AM,70,5,1
Spider Plant,11.33,31.33,21.33,1733.33,Red & Yellow,CWA,63.33,4.33,1
Spider Plant,9,37,23,1950,Alluvial,AW,90,8,0
Spider Plant,10.67,30.67,20.67,1616.67,Laterite,AW,56.67,3.67,1
Spider Plant,7,34,20.5,1700,Black,CWA,75,6,0
Spider Plant,7,34,20.5,1700,Laterite,CWB,75,6,0
Spider Plant,10,30,20,1500,Laterite,AM,50,3,1
Spider Plant,7.67,35,21.335,1783.335,Alluvial,AM,80,6.67,0
Spider Plant,10.08,30.08,20.08,1514.58,Laterite,CWA,50.83,3.08,1
Spider Plant,9,37,23,1950,Black,CWA,90,8,0
Kalanchoe,17.62,29.62,23.62,731.25,Laterite,CWA,47.5,7.75,1
Kalanchoe,16.12,28.12,22.12,656.25,Red & Yellow,CWA,37.5,6.75,1
Kalanchoe,16.75,28.75,22.75,687.5,Alluvial,BSH,41.67,7.17,1
Kalanchoe,11.67,33,22.335,733.335,Mountain,DFC,15,3,0
Kalanchoe,17.75,29.75,23.75,737.5,Alluvial,CWA,48.33,7.83,1
Kalanchoe,16,28,22,650,Alluvial,CWA,36.67,6.67,1
Kalanchoe,13,35,24,900,Laterite,AM,25,5,0
Kalanchoe,17.12,29.12,23.12,706.25,Alluvial,BSH,44.17,7.42,1
Kalanchoe,11.67,33,22.335,733.335,Laterite,CWB,15,3,0
Kalanchoe,15.38,27.38,21.38,618.75,Laterite,BSH,32.5,6.25,1
Kalanchoe,17.88,29.88,23.88,743.75,Alluvial,BSH,49.17,7.92,1
Kalanchoe,15,27,21,600,Red & Yellow,CWA,30,6,1
Kalanchoe,12,33.5,22.75,775,Black,CWA,17.5,3.5,0
Kalanchoe,15.5,27.5,21.5,625,Alluvial,BSH,33.33,6.33,1
Kalanchoe,11.67,33,22.335,733.335,Arid,BWH,15,3,0
Kalanchoe,16.38,28.38,22.38,668.75,Alluvial,CWA,39.17,6.92,1
Kalanchoe,15.38,27.38,21.38,618.75,Laterite,CWA,32.5,6.25,1
Kalanchoe,17.88,29.88,23.88,743.75,Alluvial,CWA,49.17,7.92,1
Kalanchoe,12.33,34,23.165,816.665,Red & Yellow,CSA,20,4,0
Kalanchoe,13,35,24,900,Mountain,DFC,25,5,0
Kalanchoe,17.25,29.25,23.25,712.5,Alluvial,BSH,45,7.5,1
Kalanchoe,11.67,33,22.335,733.335,Mountain,CFA,15,3,0
Kalanchoe,15,27,21,600,Laterite,CWA,30,6,1
Kalanchoe,11,32,21.5,650,Laterite,AW,10,2,0
Kalanchoe,11,32,21.5,650,Mountain,CFA,10,2,0
Kalanchoe,13,35,24,900,Alluvial,AW,25,5,0
Kalanchoe,17.12,29.12,23.12,706.25,Laterite,BSH,44.17,7.42,1
Kalanchoe,11,32,21.5,650,Mountain,CWB,10,2,0
Kalanchoe,11,32,21.5,650,Mountain,DFC,10,2,0
Kalanchoe,13,35,24,900,Red & Yellow,ET,25,5,0
Kalanchoe,15.25,27.25,21.25,612.5,Red & Yellow,CWA,31.67,6.17,1
Kalanchoe,11.67,33,22.335,733.335,Red & Yellow,AF,15,3,0
Kalanchoe,15.25,27.25,21.25,612.5,Laterite,BSH,31.67,6.17,1
Kalanchoe,12.33,34,23.165,816.665,Laterite,BWH,20,4,0
Kalanchoe,15.25,27.25,21.25,612.5,Laterite,CWA,31.67,6.17,1
Kalanchoe,15.75,27.75,21.75,637.5,Red & Yellow,BSH,35,6.5,1
Kalanchoe,11,32,21.5,650,Red & Yellow,CSA,10,2,0
Kalanchoe,13,35,24,900,Laterite,BWH,25,5,0
Kalanchoe,16.12,28.12,22.12,656.25,Alluvial,CWA,37.5,6.75,1
Kalanchoe,17.75,29.75,23.75,737.5,Red & Yellow,CWA,48.33,7.83,1
Kalanchoe,16.62,28.62,22.62,681.25,Laterite,CWA,40.83,7.08,1
Kalanchoe,15.25,27.25,21.25,612.5,Alluvial,CWA,31.67,6.17,1
Kalanchoe,17.38,29.38,23.38,718.75,Red & Yellow,CWA,45.83,7.58,1
Kalanchoe,17.62,29.62,23.62,731.25,Laterite,BSH,47.5,7.75,1
Kalanchoe,17.5,29.5,23.5,725,Alluvial,BSH,46.67,7.67,1
Kalanchoe,11.67,33,22.335,733.335,Red & Yellow,CSA,15,3,0
Kalanchoe,11.67,33,22.335,733.335,Laterite,BWH,15,3,0
Kalanchoe,17.25,29.25,23.25,712.5,Laterite,CWA,45,7.5,1
Kalanchoe,17.88,29.88,23.88,743.75,Red & Yellow,BSH,49.17,7.92,1
Kalanchoe,16,28,22,650,Red & Yellow,BSH,36.67,6.67,1
Kalanchoe,11,32,21.5,650,Mountain,CWA,10,2,0
Kalanchoe,15.62,27.62,21.62,631.25,Laterite,CWA,34.17,6.42,1
Kalanchoe,16.25,28.25,22.25,662.5,Alluvial,BSH,38.33,6.83,1
Kalanchoe,11,32,21.5,650,Laterite,BWH,10,2,0
Kalanchoe,11,32,21.5,650,Black,BSH,10,2,0
Kalanchoe,15.12,27.12,21.12,606.25,Red & Yellow,CWA,30.83,6.08,1
Kalanchoe,17,29,23,700,Red & Yellow,BSH,43.33,7.33,1
Kalanchoe,15.88,27.88,21.88,643.75,Red & Yellow,CWA,35.83,6.58,1
Kalanchoe,17.38,29.38,23.38,718.75,Alluvial,BSH,45.83,7.58,1
Kalanchoe,16.88,28.88,22.88,693.75,Red & Yellow,CWA,42.5,7.25,1
Kalanchoe,16.62,28.62,22.62,681.25,Laterite,BSH,40.83,7.08,1
Kalanchoe,12.33,34,23.165,816.665,Alluvial,BWH,20,4,0
Kalanchoe,11,32,21.5,650,Red & Yellow,AW,10,2,0
Kalanchoe,17.25,29.25,23.25,712.5,Alluvial,CWA,45,7.5,1
Kalanchoe,15.5,27.5,21.5,625,Red & Yellow,BSH,33.33,6.33,1
Kalanchoe,13,35,24,900,Red & Yellow,AM,25,5,0
Kalanchoe,12.33,34,23.165,816.665,Red & Yellow,AW,20,4,0
Kalanchoe,17,29,23,700,Laterite,BSH,43.33,7.33,1
Kalanchoe,12.33,34,23.165,816.665,Mountain,DFC,20,4,0
Kalanchoe,15.38,27.38,21.38,618.75,Red & Yellow,CWA,32.5,6.25,1
Kalanchoe,15.88,27.88,21.88,643.75,Alluvial,CWA,35.83,6.58,1
Kalanchoe,15,27,21,600,Laterite,BSH,30,6,1
Kalanchoe,17,29,23,700,Red & Yellow,CWA,43.33,7.33,1
Kalanchoe,12.33,34,23.165,816.665,Arid,BSH,20,4,0
Kalanchoe,15.25,27.25,21.25,612.5,Alluvial,BSH,31.67,6.17,1
Kalanchoe,15.38,27.38,21.38,618.75,Red & Yellow,BSH,32.5,6.25,1
Kalanchoe,16,28,22,650,Red & Yellow,CWA,36.67,6.67,1
Kalanchoe,17.62,29.62,23.62,731.25,Red & Yellow,CWA,47.5,7.75,1
Kalanchoe,11.67,33,22.335,733.335,Alluvial,AM,15,3,0
Kalanchoe,17.12,29.12,23.12,706.25,Laterite,CWA,44.17,7.42,1
Kalanchoe,12.33,34,23.165,816.665,Laterite,CWB,20,4,0
Kalanchoe,11.67,33,22.335,733.335,Red & Yellow,AW,15,3,0
Kalanchoe,17.5,29.5,23.5,725,Red & Yellow,CWA,46.67,7.67,1
Kalanchoe,12.33,34,23.165,816.665,Laterite,AM,20,4,0
Kalanchoe,12.33,34,23.165,816.665,Mountain,CFA,20,4,0
Kalanchoe,11,32,21.5,650,Black,AW,10,2,0
Kalanchoe,17.12,29.12,23.12,706.25,Red & Yellow,BSH,44.17,7.42,1
Kalanchoe,12.33,34,23.165,816.665,Arid,BWH,20,4,0
Kalanchoe,11.67,33,22.335,733.335,Laterite,AW,15,3,0
Kalanchoe,12.33,34,23.165,816.665,Red & Yellow,ET,20,4,0
Kalanchoe,12.33,34,23.165,816.665,Red & Yellow,AM,20,4,0
Kalanchoe,11,32,21.5,650,Alluvial,BWH,10,2,0
Kalanchoe,17,29,23,700,Laterite,CWA,43.33,7.33,1
Kalanchoe,18,30,24,750,Red & Yellow,BSH,50,8,1
Kalanchoe,11,32,21.5,650,Laterite,CWB,10,2,0
Kalanchoe,15.12,27.12,21.12,606.25,Laterite,CWA,30.83,6.08,1
Kalanchoe,13,35,24,900,Arid,BSH,25,5,0
Kalanchoe,16.25,28.25,22.25,662.5,Red & Yellow,BSH,38.33,6.83,1
Kalanchoe,15,27,21,600,Red & Yellow,BSH,30,6,1
Kalanchoe,17.62,29.62,23.62,731.25,Alluvial,BSH,47.5,7.75,1
Kalanchoe,12.33,34,23.165,816.665,Laterite,AW,20,4,0
Kalanchoe,11,32,21.5,650,Mountain,AW,10,2,0
Kalanchoe,17.62,29.62,23.62,731.25,Alluvial,CWA,47.5,7.75,1
Kalanchoe,11,32,21.5,650,Black,CWA,10,2,0
Kalanchoe,13,35,24,900,Alluvial,CWB,25,5,0
Kalanchoe,18,30,24,750,Alluvial,CWA,50,8,1
Kalanchoe,13,35,24,900,Mountain,ET,25,5,0
Kalanchoe,11,32,21.5,650,Laterite,AM,10,2,0
Kalanchoe,16.88,28.88,22.88,693.75,Alluvial,CWA,42.5,7.25,1
Kalanchoe,15.62,27.62,21.62,631.25,Red & Yellow,CWA,34.17,6.42,1
Kalanchoe,13,35,24,900,Red & Yellow,CSA,25,5,0
Kalanchoe,11,32,21.5,650,Red & Yellow,CWB,10,2,0
Kalanchoe,16.5,28.5,22.5,675,Laterite,BSH,40,7,1
Kalanchoe,16.88,28.88,22.88,693.75,Laterite,BSH,42.5,7.25,1
Kalanchoe,11,32,21.5,650,Red & Yellow,AF,10,2,0
Kalanchoe,17.12,29.12,23.12,706.25,Red & Yellow,CWA,44.17,7.42,1
Kalanchoe,11.67,33,22.335,733.335,Mountain,CWA,15,3,0
Kalanchoe,13,35,24,900,Red & Yellow,AF,25,5,0
Kalanchoe,17.25,29.25,23.25,712.5,Laterite,BSH,45,7.5,1
Kalanchoe,17.88,29.88,23.88,743.75,Laterite,BSH,49.17,7.92,1
Kalanchoe,16.25,28.25,22.25,662.5,Laterite,BSH,38.33,6.83,1
Kalanchoe,16.5,28.5,22.5,675,Red & Yellow,BSH,40,7,1
Kalanchoe,11.67,33,22.335,733.335,Mountain,CWB,15,3,0
Kalanchoe,12.33,34,23.165,816.665,Mountain,CWB,20,4,0
Kalanchoe,11.67,33,22.335,733.335,Red & Yellow,CWB,15,3,0
Kalanchoe,12,33.5,22.75,775,Black,AW,17.5,3.5,0
Kalanchoe,15.12,27.12,21.12,606.25,Alluvial,CWA,30.83,6.08,1
Kalanchoe,17.25,29.25,23.25,712.5,Red & Yellow,BSH,45,7.5,1
Kalanchoe,15.62,27.62,21.62,631.25,Alluvial,BSH,34.17,6.42,1
Kalanchoe,15.38,27.38,21.38,618.75,Alluvial,BSH,32.5,6.25,1
Kalanchoe,11.67,33,22.335,733.335,Red & Yellow,ET,15,3,0
Kalanchoe,13,35,24,900,Red & Yellow,AW,25,5,0
Kalanchoe,13,35,24,900,Black,AW,25,5,0
Kalanchoe,18,30,24,750,Alluvial,BSH,50,8,1
Kalanchoe,15.62,27.62,21.62,631.25,Alluvial,CWA,34.17,6.42,1
Kalanchoe,15.75,27.75,21.75,637.5,Laterite,CWA,35,6.5,1
Kalanchoe,17.38,29.38,23.38,718.75,Laterite,BSH,45.83,7.58,1
Kalanchoe,11,32,21.5,650,Alluvial,AM,10,2,0
Kalanchoe,13,35,24,900,Laterite,AW,25,5,0
Kalanchoe,11,32,21.5,650,Red & Yellow,AM,10,2,0
Kalanchoe,15.25,27.25,21.25,612.5,Red & Yellow,BSH,31.67,6.17,1
Kalanchoe,15.12,27.12,21.12,606.25,Alluvial,BSH,30.83,6.08,1
Kalanchoe,15.88,27.88,21.88,643.75,Alluvial,BSH,35.83,6.58,1
Kalanchoe,16.12,28.12,22.12,656.25,Laterite,CWA,37.5,6.75,1
Kalanchoe,16.12,28.12,22.12,656.25,Laterite,BSH,37.5,6.75,1
Kalanchoe,15.5,27.5,21.5,625,Laterite,BSH,33.33,6.33,1
Kalanchoe,17.75,29.75,23.75,737.5,Laterite,BSH,48.33,7.83,1
Kalanchoe,11,32,21.5,650,Arid,BWH,10,2,0
Kalanchoe,13,35,24,900,Mountain,CFA,25,5,0
Kalanchoe,12.33,34,23.165,816.665,Red & Yellow,CWB,20,4,0
Kalanchoe,11,32,21.5,650,Red & Yellow,ET,10,2,0
Kalanchoe,16.25,28.25,22.25,662.5,Alluvial,CWA,38.33,6.83,1
Kalanchoe,15.5,27.5,21.5,625,Alluvial,CWA,33.33,6.33,1
Kalanchoe,16.5,28.5,22.5,675,Red & Yellow,CWA,40,7,1
Kalanchoe,15.5,27.5,21.5,625,Red & Yellow,CWA,33.33,6.33,1
Kalanchoe,16.12,28.12,22.12,656.25,Red & Yellow,BSH,37.5,6.75,1
Kalanchoe,17,29,23,700,Alluvial,CWA,43.33,7.33,1
Kalanchoe,11,32,21.5,650,Alluvial,AW,10,2,0
Kalanchoe,17.38,29.38,23.38,718.75,Red & Yellow,BSH,45.83,7.58,1
Kalanchoe,15.88,27.88,21.88,643.75,Red & Yellow,BSH,35.83,6.58,1
